CustomerID,Recency,Frequency,Monetary,Cluster
13599,4928,246,5149.92,0
13600,5239,19,219.52,1
13601,4972,99,693.32,0
13602,4991,23,428.89,0
13603,4953,27,164.34,0
13606,4956,40,276.75,0
13607,4967,97,675.51,0
13610,4939,215,1082.33,0
13611,5016,72,1154.4,0
13614,4951,195,1585.46,0
13615,5245,23,417.69,1
13617,4967,44,544.18,0
13618,5100,13,177.34,1
13621,5043,19,213.85,0
13623,4957,78,727.74,0
13626,5179,19,257.23,1
13627,4986,92,1638.47,0
13629,4950,59,7792.36,0
13630,4932,71,2031.78,0
13631,5026,11,3070.42,0
13632,4951,145,2118.93,0
13634,4960,186,1547.3600000000001,0
13635,4994,62,1071.03,0
13636,4963,63,949.12,0
13637,4979,99,804.3,0
13638,4942,8,122.64,0
13639,5001,40,1033.34,0
13642,5142,57,312.28,1
13643,4958,28,519.44,0
13644,4943,146,2624.26,0
13645,5047,5,252.1,0
13647,4936,78,1648.1200000000001,0
13649,5183,23,346.6,1
13650,4943,96,1836.34,0
13651,4962,6,94.2,0
13652,4972,63,1095.08,0
13654,4970,166,2707.33,0
13655,5041,56,932.97,0
13656,5091,49,379.65,1
13657,4937,16,382.14,0
13658,4936,108,2639.17,0
13659,5132,103,1563.0,1
13662,5012,52,881.26,0
13663,5106,13,189.47,1
13666,4987,12,84.65,0
13667,5076,83,299.05,1
13668,4929,463,6309.83,0
13669,4977,9,218.55,0
13670,5002,25,349.7,0
13672,5228,6,186.39000000000001,1
13673,4945,60,387.44,0
13675,5078,25,486.82000000000005,1
13678,5078,16,232.6,1
13680,4928,194,3719.12,0
13681,4944,57,827.83,0
13682,5114,3,59.5,1
13684,5212,29,65.13,1
13685,4929,39,3119.44,0
13686,5109,8,72.0,1
13689,4990,6,910.0,0
13690,4986,9,172.25,0
13692,4951,53,1488.32,0
13694,4930,568,65039.62,4
13695,4958,90,2504.13,0
13697,4965,12,151.29999999999998,0
13699,5082,14,308.58000000000004,1
13700,4953,194,2248.63,0
13703,5245,1,99.5,1
13704,4932,134,2308.06,0
13705,4934,28,711.86,0
13706,5229,20,330.79,1
13707,5194,48,806.41,1
13708,5198,49,285.33,1
13709,4930,335,6307.650000000001,0
13710,4958,8,180.48,0
13711,5145,13,252.06,1
13712,5173,10,228.84,1
13715,5208,104,1077.39,1
13716,5196,21,138.28,1
13717,4959,102,1445.01,0
13718,5173,12,306.55,1
13719,4942,60,1041.68,0
13720,5043,43,799.9,0
13721,4963,28,524.14,0
13722,5058,85,2375.41,0
13723,5144,6,199.85000000000002,1
13725,4976,104,1980.56,0
13726,4965,42,1079.6599999999999,0
13727,4955,20,333.48,0
13728,4963,63,1016.14,0
13730,5062,43,752.6,0
13731,5146,38,610.59,1
13732,4955,33,491.86,0
13735,4951,195,2883.54,0
13736,4932,190,729.8,0
13737,5127,30,339.59999999999997,1
13739,4945,3,216.9,0
13740,5167,23,350.75,1
13741,4998,34,668.4300000000001,0
13742,4943,313,3107.87,0
13743,4929,41,1341.6,0
13744,5022,63,1080.52,0
13745,5089,25,300.04,1
13747,5300,1,79.6,1
13748,5022,28,948.25,0
13750,4980,24,1647.26,0
13751,5215,9,296.25,1
13752,5051,75,1175.38,0
13753,5214,35,741.26,1
13754,5078,12,282.59999999999997,1
13755,4930,321,2108.06,0
13756,4929,142,5189.52,0
13758,4938,117,3190.55,0
13759,4960,25,659.4100000000001,0
13760,4981,57,286.79,0
13761,4977,70,1070.65,0
13762,5145,7,306.72,1
13763,4990,15,1714.96,0
13764,4997,207,1519.42,0
13767,4929,368,17220.36,0
13769,4929,135,2796.51,0
13771,4991,119,2634.45,0
13772,4960,173,1122.63,0
13774,5008,22,345.0,0
13777,4927,197,25977.16,0
13778,5030,9,178.7,0
13780,4934,57,360.01,0
13781,5177,17,127.84,1
13782,4939,113,908.86,0
13784,4936,31,2462.79,0
13786,5294,7,230.39999999999998,1
13787,5002,31,309.04,0
13790,4931,45,348.8,0
13791,5054,11,1516.0,0
13792,4993,13,195.55,0
13798,4928,349,37153.85,4
13799,5043,39,688.86,0
13800,5236,33,558.32,1
13801,4993,23,324.8,0
13802,5065,60,4599.42,0
13803,5182,17,277.07,1
13804,4957,135,2588.39,0
13805,4979,13,924.6,0
13806,4990,10,256.38,0
13807,5294,7,112.6,1
13808,4932,76,1747.66,0
13809,5232,12,155.05,1
13810,4955,35,1499.01,0
13811,5110,13,814.5,1
13812,4969,36,539.0,0
13813,4966,69,1366.8600000000001,0
13814,5019,57,1579.12,0
13815,4949,176,4027.36,0
13816,4950,28,571.6700000000001,0
13817,4956,24,382.98,0
13819,5228,36,1140.35,1
13821,5071,59,385.64,1
13822,4932,96,632.0,0
13823,4945,40,957.66,0
13824,4959,46,1698.94,0
13826,5103,10,189.5,1
13827,4984,92,409.8,0
13828,4949,15,209.49,0
13831,4943,72,2198.45,0
13832,4946,3,52.199999999999996,0
13833,5086,28,383.85,1
13835,4952,55,834.57,0
13837,5138,18,266.59000000000003,1
13838,4932,165,674.82,0
13841,5179,1,85.0,1
13842,4985,206,3385.62,0
13844,4938,20,361.62,0
13845,4991,9,312.98,0
13846,4951,55,865.0600000000001,0
13848,5019,5,1255.0,0
13849,4978,101,1537.95,0
13850,5056,93,1595.48,0
13851,5022,81,2651.46,0
13853,4984,23,1090.14,0
13854,4935,110,8109.5199999999995,0
13856,5095,14,388.5,1
13858,4984,11,216.17,0
13859,5253,28,201.16,1
13860,4928,76,1245.9,0
13862,4945,139,2209.36,0
13863,5174,20,305.78,1
13865,4985,30,501.56,0
13866,5001,7,145.67000000000002,0
13867,4958,60,1005.09,0
13868,4934,33,3192.54,0
13869,5050,304,3083.65,0
13870,4929,115,2770.94,0
13871,4949,336,6403.25,0
13873,5046,23,389.6,0
13874,5285,18,540.45,1
13875,4980,104,1786.79,0
13876,4990,7,122.7,0
13877,5013,3,117.24,0
13878,4981,35,1271.57,0
13880,4948,165,3219.77,0
13881,4930,178,17159.52,0
13882,4929,65,1191.13,0
13883,4937,142,2674.48,0
13884,4934,59,787.6,0
13885,5116,28,506.8,1
13886,4998,16,243.56,0
13887,5131,19,349.55,1
13888,5046,39,595.67,0
13889,5019,15,416.90000000000003,0
13890,4928,110,1883.8100000000002,0
13892,4953,27,632.97,0
13893,5224,21,821.1,1
13894,4950,27,564.62,0
13895,4955,118,2593.07,0
13897,4977,17,311.16,0
13898,5252,12,155.93,1
13899,4943,19,388.52,0
13900,5110,43,740.95,1
13901,4999,149,2867.2,0
13904,4964,26,332.64,0
13908,5006,122,2369.55,0
13911,4984,148,2580.91,0
13914,4938,33,626.45,0
13917,4976,18,272.04,0
13918,4976,30,1212.8400000000001,0
13919,4986,28,384.81,0
13922,5278,7,172.25,1
13923,4980,20,351.13,0
13924,4928,117,1838.8500000000001,0
13925,5019,41,678.25,0
13926,4950,11,223.85000000000002,0
13927,5001,21,348.99,0
13928,4937,27,464.57,0
13929,5096,9,842.65,1
13930,4984,17,337.34,0
13931,5022,58,1237.53,0
13932,5221,16,307.4,1
13933,5036,23,608.7900000000001,0
13934,5190,31,922.1,1
13936,5106,26,376.58,1
13937,5096,9,158.85,1
13938,4962,7,71.66,0
13939,4950,45,568.55,0
13940,4944,49,839.14,0
13941,4948,45,5112.96,0
13946,5006,11,561.5699999999999,0
13947,4992,5,90.6,0
13948,5287,3,102.0,1
13949,4929,160,2427.32,0
13950,4938,35,745.06,0
13951,5103,39,674.45,1
13952,5144,137,3251.071,1
13953,4934,20,3515.68,0
13954,4928,25,439.92,0
13955,5081,33,322.96,1
13956,4932,147,1019.27,0
13959,5006,90,594.04,0
13960,4948,12,230.22,0
13962,4948,11,169.55,0
13963,5235,35,664.54,1
13967,5072,2,80.7,1
13969,4934,619,9024.17,0
13971,4945,149,2758.26,0
13972,4997,15,190.25,0
13973,5214,11,264.7,1
13974,4976,28,413.59000000000003,0
13975,4958,329,2461.2400000000002,0
13976,5133,10,357.98,1
13978,4941,15,196.79000000000002,0
13979,5000,54,869.87,0
13980,4987,11,200.14,0
13982,4966,111,1871.81,0
13983,4956,107,2603.43,0
13984,4953,16,920.51,0
13985,4931,349,7060.13,0
13986,4944,13,320.46,0
13988,4946,234,4147.96,0
13989,4992,41,1266.08,0
13990,5140,16,311.3,1
13991,4939,82,852.88,0
13992,4957,5,76.8,0
13993,4969,121,3466.36,0
13994,4930,148,2274.14,0
13995,4942,86,1393.69,0
13999,4937,208,3901.81,0
14000,5138,15,635.66,1
14001,4972,39,2043.0800000000002,0
14002,5061,47,529.73,0
14004,4970,171,4582.64,0
14005,4936,84,2874.72,0
14006,5042,30,962.19,0
14009,5125,42,695.61,1
14012,5204,11,328.8,1
14013,5037,34,473.02,0
14014,5004,39,505.18,0
14015,4979,20,917.34,0
14016,5088,161,4341.21,1
14019,4973,66,1421.61,0
14020,4943,39,642.8,0
14021,5082,22,631.9,1
14022,5152,28,440.0,1
14023,4934,31,584.07,0
14024,5048,16,327.7,0
14027,4987,6,104.82,0
14029,4990,15,467.66,0
14030,4945,242,2358.84,0
14031,4934,250,17286.86,0
14032,4929,143,2975.59,0
14034,4949,86,648.89,0
14035,4955,66,1428.02,0
14036,5211,38,626.65,1
14037,5103,28,147.20000000000002,1
14038,5005,92,1560.38,0
14039,4960,6,152.2,0
14040,4967,229,3560.32,0
14041,5193,21,141.41,1
14044,4953,206,646.42,0
14045,5036,6,1659.75,0
14046,5211,14,154.99,1
14047,4935,32,1308.6100000000001,0
14048,5232,85,409.93,1
14049,4943,478,5578.72,0
14050,4958,54,746.36,0
14051,4927,210,15610.390000000001,0
14052,4946,56,225.36,0
14053,5051,4,260.25,0
14054,4992,6,92.46,0
14055,5033,10,725.6400000000001,0
14056,4928,1088,8152.71,0
14057,4950,283,6211.66,0
14059,5193,8,183.6,1
14060,4931,202,6140.42,0
14062,4936,111,10464.85,0
14064,4956,77,1334.34,0
14066,5193,7,152.55,1
14067,4990,52,374.7,0
14068,5247,24,265.85,1
14071,4930,323,1437.57,0
14073,4959,13,151.04,0
14075,4931,43,942.26,0
14076,5056,44,118.67,0
14077,4967,42,499.41999999999996,0
14078,5028,65,1049.37,0
14079,5051,12,375.1,0
14080,4959,4,45.599999999999994,0
14081,5229,150,921.62,1
14082,5291,29,182.25,1
14083,4931,177,1002.9,0
14085,4929,448,4421.29,0
14087,4929,68,191.47,0
14088,4937,589,50491.81,4
14089,4983,13,158.75,0
14090,5251,1,76.32000000000001,1
14092,4934,214,4076.91,0
14093,4939,100,433.86,0
14096,4931,5111,65164.79,2
14098,4963,21,147.35,0
14099,4943,250,3104.17,0
14100,5064,25,191.95000000000002,0
14101,5000,35,5976.79,0
14102,4932,58,1105.8799999999999,0
14104,5081,21,216.20999999999998,1
14105,5166,74,1266.23,1
14107,4978,123,2703.23,0
14108,4957,34,597.91,0
14109,4999,9,144.2,0
14110,4930,155,5683.15,0
14111,4941,10,692.85,0
14112,4949,160,2915.15,0
14113,4930,34,1840.42,0
14114,5200,15,386.53,1
14116,4946,72,1382.74,0
14117,5070,3,90.0,1
14121,4930,159,2780.15,0
14124,5011,5,419.58000000000004,0
14125,4937,166,2720.63,0
14126,4934,15,706.1300000000001,0
14127,5049,44,709.71,0
14128,4987,46,637.5,0
14129,4928,52,1123.8600000000001,0
14130,5246,66,480.91,1
14132,4929,200,3586.0299999999997,0
14133,5056,28,605.64,0
14135,4928,134,4690.31,0
14138,4928,46,965.8800000000001,0
14139,4973,26,415.82,0
14140,4930,66,935.05,0
14141,4929,40,915.13,0
14142,5300,22,311.81,1
14143,5060,7,115.8,0
14145,4973,11,3742.2,0
14146,4935,210,4191.0,0
14147,5005,5,483.4,0
14148,5160,3,157.2,1
14149,5147,28,446.62,1
14150,4962,26,658.64,0
14152,5002,49,621.29,0
14154,5166,52,1345.62,1
14155,5193,6,118.75,1
14156,4936,1395,117210.08,4
14157,4946,46,424.89000000000004,0
14158,4967,41,507.66,0
14159,4946,1175,4630.35,0
14161,5142,104,1097.6200000000001,1
14162,5100,25,289.36,1
14163,5014,52,2445.91,0
14164,4997,29,1631.77,0
14165,5202,24,120.44,1
14167,4966,50,562.59,0
14171,5025,58,363.79,0
14173,4937,29,450.84,0
14174,4960,26,134.46,0
14175,4986,149,3222.3,0
14176,5224,31,576.9000000000001,1
14177,5013,41,549.46,0
14178,4935,318,1600.26,0
14179,4967,157,701.57,0
14180,4937,240,4748.52,0
14184,4993,24,452.89,0
14185,5258,3,197.65,1
14188,4957,65,2054.36,0
14189,4929,265,4654.08,0
14191,4928,259,4684.76,0
14193,4994,42,853.39,0
14194,4931,579,11349.52,0
14195,5128,7,1012.0,1
14196,5033,6,335.52,0
14198,4945,39,701.4,0
14199,5145,2,185.39999999999998,1
14201,4987,37,747.44,0
14204,4929,39,150.61,0
14205,4943,24,466.7,0
14206,5166,20,328.15999999999997,1
14208,5021,10,151.74,0
14209,4937,87,2073.43,0
14210,5032,102,1905.8400000000001,0
14211,4980,112,2241.1,0
14212,5016,9,1070.48,0
14214,4957,67,1004.38,0
14215,4938,108,1789.72,0
14216,4930,59,1839.3,0
14217,4928,100,2004.98,0
14218,4969,12,169.48000000000002,0
14219,4931,7,89.94,0
14220,5174,21,632.4,1
14221,4969,193,3432.8,0
14222,5104,41,683.17,1
14223,5019,60,991.13,0
14224,5037,113,1009.73,0
14226,4955,66,2214.79,0
14227,4953,175,3350.96,0
14229,4978,40,1547.2,0
14231,5110,50,925.71,1
14232,4969,115,2048.07,0
14233,4976,35,1462.72,0
14234,4949,147,754.12,0
14235,5002,79,3144.86,0
14236,5007,15,490.86,0
14237,5300,9,161.0,1
14238,5253,8,146.85,1
14239,4970,112,2380.85,0
14240,4957,42,890.34,0
14241,5110,10,213.70000000000002,1
14242,5161,16,280.55,1
14243,4935,141,2588.77,0
14245,5146,108,1693.45,1
14246,5037,75,1474.06,0
14247,5205,20,136.76999999999998,1
14248,5245,8,302.58,1
14250,4934,111,1904.05,0
14251,4928,78,2879.7000000000003,0
14256,5187,53,969.0600000000001,1
14257,4991,106,3099.7200000000003,0
14258,4936,111,12669.98,0
14259,5068,5,120.0,1
14261,4977,52,1163.45,0
14262,4935,143,2618.23,0
14264,5081,17,333.97,1
14265,5036,31,530.18,0
14267,5089,55,1516.24,1
14270,5258,29,492.65000000000003,1
14271,5152,10,112.32,1
14272,5000,33,437.96,0
14273,4978,29,559.97,0
14276,5025,64,1119.74,0
14277,4942,222,4188.0,0
14280,5123,8,134.04,1
14282,4930,154,3701.44,0
14284,4957,32,595.25,0
14285,4948,27,1910.01,0
14286,4950,280,4628.75,0
14287,4935,9,176.63,0
14288,5140,16,426.6,1
14289,4935,47,911.26,0
14290,4938,101,2314.65,0
14291,4928,237,3883.25,0
14292,4934,100,4871.93,0
14293,4930,61,1046.56,0
14295,4967,5,166.20000000000002,0
14297,4944,62,1305.33,0
14298,4935,1637,51527.3,4
14299,4935,143,3965.62,0
14300,4945,3,43.2,0
14301,5044,13,640.14,0
14304,5149,17,383.45,1
14305,4998,105,1858.96,0
14306,4978,33,2093.32,0
14307,5015,180,2995.72,0
14309,4935,117,2352.53,0
14311,5169,20,310.26,1
14312,4973,87,1611.59,0
14314,5033,8,120.0,0
14315,4971,101,2481.13,0
14317,4991,24,508.58000000000004,0
14320,5133,31,477.79,1
14321,4937,123,1530.75,0
14323,5041,36,605.0600000000001,0
14326,5169,8,183.85,1
14327,5090,12,311.65,1
14329,4944,258,4975.24,0
14331,5051,28,462.65999999999997,0
14332,4949,25,840.21,0
14333,4994,15,415.2,0
14334,4943,162,2552.21,0
14335,4943,60,454.86,0
14336,4943,90,1614.91,0
14338,5088,31,588.22,1
14339,5169,14,309.52,1
14340,5145,6,134.7,1
14341,4972,128,2166.98,0
14342,4948,21,668.5600000000001,0
14344,5054,71,889.9300000000001,0
14345,4965,6,108.97999999999999,0
14346,5047,60,1021.58,0
14348,5187,18,409.57,1
14349,4937,31,133.5,0
14350,5201,18,282.93,1
14351,5091,1,51.0,1
14352,5084,47,1078.96,1
14353,5142,6,90.6,1
14354,4932,9,163.62,0
14355,5292,11,174.4,1
14356,5006,33,701.23,0
14357,4970,40,225.12,0
14359,4946,55,912.18,0
14360,4958,117,2118.03,0
14362,4949,37,151.5,0
14364,5035,69,3717.35,0
14367,4935,521,9227.82,0
14368,5246,8,155.0,1
14371,5222,4,100.5,1
14373,5285,4,76.55,1
14375,5112,66,235.56,1
14377,5118,11,617.05,1
14379,4971,46,348.1,0
14381,4979,56,202.68,0
14382,4953,126,615.49,0
14383,4965,59,1247.69,0
14385,4936,14,202.11,0
14386,5223,7,142.4,1
14387,4959,139,1727.6,0
14388,4937,186,3212.84,0
14389,4992,45,1043.46,0
14390,4937,284,4642.57,0
14393,5145,5,67.95,1
14395,4929,348,3479.91,0
14396,4992,73,487.99,0
14397,4929,87,2612.96,0
14400,5076,25,574.7,1
14401,4931,182,4051.48,0
14403,5057,20,1475.81,0
14404,4960,100,1449.32,0
14406,5046,8,156.75,0
14407,5034,73,2157.73,0
14408,4937,106,2599.03,0
14409,4998,54,2059.4500000000003,0
14410,5019,189,1100.27,0
14411,5237,14,1063.0,1
14412,4969,43,770.03,0
14413,5289,22,121.05,1
14414,5018,97,1496.98,0
14415,4928,579,5855.57,0
14416,4949,14,490.22,0
14418,4930,124,1937.25,0
14419,4937,202,1051.79,0
14420,5026,29,387.52,0
14421,4984,27,813.11,0
14422,4927,222,4263.64,0
14423,5145,3,265.2,1
14424,4944,1,322.08,0
14426,4950,224,4481.67,0
14427,4977,17,363.34000000000003,0
14428,4934,137,1224.06,0
14431,5229,17,470.36,1
14432,4936,377,2248.5,0
14434,4948,12,1372.8,0
14436,5025,9,89.06,0
14437,5292,5,63.0,1
14438,5233,9,131.9,1
14439,5246,32,2661.24,1
14440,4935,55,2357.6800000000003,0
14441,4927,51,1712.89,0
14442,5131,63,1589.82,1
14443,4980,93,1420.2,0
14446,4927,277,1010.35,0
14447,4945,70,1163.23,0
14448,4936,20,375.35,0
14449,4945,250,885.8,0
14450,5107,40,483.25,1
14451,4987,105,643.9,0
14452,4937,60,259.05,0
14453,5117,22,119.93,1
14456,4932,947,3017.28,0
14457,5237,4,113.64,1
14459,5082,37,1837.92,1
14460,5037,16,434.34,0
14461,5075,180,2103.06,0
14462,4993,233,1980.57,0
14463,5025,6,529.62,0
14465,5173,123,1038.44,1
14466,4956,72,2272.4,0
14467,4944,89,596.26,0
14470,4938,43,461.19,0
14472,5030,265,1852.67,0
14473,5001,7,234.34000000000003,0
14474,4973,29,547.66,0
14475,4998,42,925.85,0
14476,5184,17,193.0,1
14477,4946,10,1309.6,0
14479,5180,18,316.25,1
14480,4938,13,279.05,0
14481,5091,30,636.51,1
14482,4945,137,2022.81,0
14483,5208,9,137.1,1
14484,4977,14,321.92,0
14485,4965,46,162.8,0
14487,4953,140,1165.48,0
14488,4994,46,1064.28,0
14489,5134,30,463.38,1
14491,5102,17,340.93,1
14493,4934,120,2383.2400000000002,0
14494,4952,7,139.56,0
14495,4977,6,123.8,0
14496,5238,19,538.8100000000001,1
14497,5236,29,475.37,1
14498,4969,193,1957.32,0
14499,4953,190,808.44,0
14500,5015,7,356.85,0
14501,5110,10,251.21,1
14502,4946,608,2429.83,0
14503,4930,164,3543.26,0
14504,4974,107,673.26,0
14505,4944,785,5859.43,0
14506,4944,295,1960.65,0
14507,4950,95,1367.88,0
14508,4949,55,268.05,0
14511,4938,68,1314.81,0
14512,5114,23,275.28,1
14513,5027,12,455.59000000000003,0
14514,4988,69,990.2,0
14515,4944,98,2076.89,0
14517,4960,18,330.45,0
14518,4991,16,174.37,0
14520,4928,4,270.6,0
14522,4951,17,974.54,0
14523,5035,12,241.09,0
14524,4958,197,1843.83,0
14525,4946,282,4215.9,0
14527,4929,971,8507.13,0
14528,4964,18,364.21999999999997,0
14529,4987,213,578.61,0
14530,4952,213,2862.11,0
14532,5163,64,932.85,1
14533,4951,62,1949.72,0
14534,4929,508,4397.3,0
14535,4987,328,2854.84,0
14536,5186,18,170.95,1
14537,4984,10,355.56,0
14538,4991,19,388.25,0
14539,4942,32,537.48,0
14540,4936,71,952.66,0
14541,4985,105,1453.35,0
14542,5112,5,103.25,1
14543,4955,71,3599.73,0
14544,4951,111,2004.3,0
14546,4932,397,2573.93,0
14547,4930,355,3974.75,0
14548,5077,4,652.8,1
14549,5238,56,289.24,1
14550,4937,47,757.37,0
14551,4945,10,186.23,0
14552,5078,57,164.22,1
14553,4946,113,859.27,0
14554,4937,203,2279.4900000000002,0
14555,4984,19,312.54,0
14557,5012,16,788.38,0
14560,4934,74,2237.77,0
14561,5002,69,1080.76,0
14562,4930,419,5006.77,0
14565,5022,127,3099.12,0
14566,5037,4,1432.0,0
14567,4983,33,1530.3600000000001,0
14569,4928,12,227.39,0
14570,5207,29,218.06,1
14572,4930,262,2804.54,0
14573,5106,227,1639.82,1
14576,5299,1,35.400000000000006,1
14577,4939,123,859.71,0
14578,4930,24,168.63,0
14581,4943,17,138.6,0
14582,4967,6,114.11,0
14583,4932,302,986.96,0
14584,5096,98,1033.06,1
14585,4977,29,157.05,0
14586,5203,19,237.36,1
14587,4945,371,1580.29,0
14589,5298,3,39.75,1
14591,4942,176,1320.21,0
14592,4962,158,557.94,0
14593,4948,151,617.15,0
14594,4934,52,363.33,0
14595,4946,102,1740.6,0
14597,4938,47,866.24,0
14598,4971,50,221.97,0
14600,5232,25,393.33000000000004,1
14601,4937,7,213.96,0
14603,5201,2,660.0,1
14606,4928,2677,12076.15,4
14607,4942,81,16209.5,0
14608,4931,20,1785.15,0
14609,4999,4,601.56,0
14616,5169,3,406.08000000000004,1
14618,4936,16,553.44,0
14619,5172,20,394.44,1
14620,5132,26,412.78000000000003,1
14621,4928,92,1788.3600000000001,0
14622,5111,21,320.58000000000004,1
14623,4959,133,886.7,0
14624,4984,13,225.85,0
14625,5123,53,899.63,1
14626,4950,122,2791.27,0
14628,5018,24,671.96,0
14629,4931,150,955.26,0
14631,4977,41,1006.98,0
14632,5189,8,114.56,1
14633,5193,20,344.90000000000003,1
14636,4963,28,609.85,0
14638,4977,16,443.6,0
14639,4979,172,2984.49,0
14640,4951,105,2107.38,0
14641,4948,7,110.46,0
14642,4985,2,96.12,0
14643,5097,31,693.8100000000001,1
14644,4994,26,830.76,0
14645,5083,30,597.09,1
14646,4928,2076,280206.02,3
14647,5128,28,236.04000000000002,1
14649,4931,186,1402.59,0
14651,4994,101,653.75,0
14652,5004,29,114.18,0
14653,4928,234,1926.65,0
14655,4935,49,1932.23,0
14656,5096,80,291.05,1
14657,4944,126,848.22,0
14658,4932,29,247.15,0
14659,4935,253,2529.93,0
14660,5013,30,285.74,0
14661,4953,4,107.95,0
14662,4955,157,741.37,0
14664,4946,98,636.24,0
14665,4987,90,1835.7,0
14666,4951,14,195.25,0
14667,4937,567,9175.04,0
14669,5168,166,1259.24,1
14670,5207,123,392.86,1
14672,5161,61,765.55,1
14673,4930,74,1736.4,0
14675,4943,97,596.36,0
14676,4958,42,2548.2400000000002,0
14680,4952,258,28754.11,4
14681,4998,7,498.95,0
14682,5114,2,52.0,1
14684,4952,390,1201.51,0
14687,5033,15,628.38,0
14688,4934,324,5579.1,0
14689,5135,13,112.8,1
14690,4971,48,355.05,0
14691,4957,71,2114.33,0
14692,5064,68,591.55,0
14693,5191,8,172.9,1
14696,4931,130,2078.95,0
14697,5145,22,188.60999999999999,1
14698,4928,200,1217.27,0
14699,5141,8,109.13000000000001,1
14700,4959,112,2195.1,0
14701,4937,327,2526.09,0
14702,4928,342,3251.79,0
14703,4941,22,318.17,0
14704,4938,393,1493.96,0
14705,5125,1,179.0,1
14708,4929,28,1126.37,0
14709,4942,196,4921.04,0
14710,4941,136,599.48,0
14711,4937,345,2839.62,0
14712,4956,25,917.07,0
14713,4936,338,2662.2,0
14714,4951,10,160.19,0
14715,4951,71,867.38,0
14716,4970,51,307.51,0
14719,4928,235,1581.84,0
14720,4932,37,663.81,0
14722,5074,28,180.42000000000002,1
14723,4937,259,1122.3600000000001,0
14725,4951,47,655.58,0
14727,5201,10,268.58,1
14729,5300,71,313.49,1
14730,4928,462,1897.57,0
14731,4974,45,380.02,0
14732,4935,147,2702.4900000000002,0
14733,4943,202,9585.91,0
14735,4930,194,6065.69,0
14737,4930,17,1164.55,0
14738,4969,54,1314.45,0
14739,4931,60,3902.28,0
14740,5124,89,1448.21,1
14741,4938,59,1400.34,0
14744,4943,26,1099.98,0
14745,5039,69,1220.26,0
14747,5176,18,328.2,1
14748,4956,89,1415.75,0
14752,4970,5,389.64,0
14753,5014,30,563.15,0
14754,4971,41,638.05,0
14755,4936,235,5010.28,0
14756,4942,38,738.96,0
14757,5002,19,420.5,0
14758,5071,71,1484.06,0
14759,4931,102,1625.97,0
14760,5224,5,89.2,1
14761,4985,11,255.9,0
14762,5190,21,300.52,1
14764,4973,6,278.3,0
14765,4956,39,254.11,0
14766,4935,135,2473.37,0
14768,4944,5,192.60000000000002,0
14769,4929,1062,10416.98,0
14770,5159,52,876.42,1
14772,5039,9,139.26,0
14775,4985,60,1011.9,0
14776,4978,117,2538.3,0
14778,5054,35,730.86,0
14779,5207,41,386.15,1
14780,4981,27,447.68,0
14782,5246,6,200.10000000000002,1
14784,4953,15,289.99,0
14785,4937,3,77.4,0
14788,4934,30,679.4399999999999,0
14789,4955,6,197.64,0
14790,4943,46,745.06,0
14792,4990,2,6.2,0
14793,4948,14,228.99,0
14794,4929,80,1319.91,0
14795,5093,6,131.45000000000002,1
14796,4928,1132,7975.49,0
14798,4979,12,173.74,0
14799,4978,13,157.7,0
14800,4974,383,4331.79,0
14801,4988,57,189.34,0
14803,5089,44,845.55,1
14804,4935,12,353.27,0
14805,4942,46,546.4,0
14806,5002,11,193.39000000000001,0
14808,4966,231,2718.6,0
14810,4967,254,2085.33,0
14813,5296,29,152.88,1
14815,4963,53,778.5,0
14816,5124,4,271.85,1
14817,5127,63,1110.34,1
14818,5000,48,657.8,0
14819,4991,13,272.07,0
14820,4948,29,507.29,0
14821,5293,2,48.800000000000004,1
14823,5107,70,321.43,1
14824,4937,29,1127.71,0
14825,4930,120,2221.01,0
14828,5123,17,2139.76,1
14829,4956,42,697.55,0
14830,4980,39,188.88,0
14834,4944,67,1720.3,0
14836,4937,6,102.44999999999999,0
14837,5016,108,1649.5,0
14840,5194,4,62.85,1
14841,4980,138,3295.76,0
14842,4970,145,2824.69,0
14844,4990,130,3189.81,0
14847,5075,13,309.4,1
14849,4948,388,7930.54,0
14850,5238,21,325.75,1
14851,4950,28,511.35,0
14852,4985,143,2836.69,0
14853,4951,9,475.8,0
14854,5005,126,2740.03,0
14855,5046,20,645.65,0
14856,4963,65,1290.53,0
14857,4986,60,1173.12,0
14859,4939,58,1353.74,0
14860,4946,11,170.32,0
14861,4979,6,125.79,0
14862,4952,48,841.1999999999999,0
14863,4956,11,266.76,0
14865,4934,4,52.2,0
14866,4937,99,14389.9,0
14867,5112,36,710.28,1
14868,4930,144,2953.59,0
14869,4935,70,721.45,0
14870,5188,13,327.25,1
14871,4930,93,501.28000000000003,0
14873,5137,28,519.68,1
14875,5034,47,1465.3200000000002,0
14878,4939,122,1476.09,0
14880,5004,46,690.59,0
14881,4946,17,255.4,0
14882,4953,11,589.7,0
14883,4945,53,761.59,0
14885,5058,15,765.3199999999999,0
14886,5179,18,364.8,1
14887,5006,6,1862.0,0
14888,5134,20,369.2,1
14889,5263,10,135.9,1
14890,5180,7,125.65,1
14891,5075,33,554.38,1
14893,4936,73,1237.8500000000001,0
14894,5012,23,655.75,0
14895,4934,498,11138.710000000001,0
14896,5131,43,468.77000000000004,1
14897,4934,55,1366.38,0
14898,4950,109,1269.31,0
14901,4938,96,1421.29,0
14902,4952,20,332.66,0
14903,4948,350,2795.33,0
